ID,name,name (es),topic,theme,option,level,Category,Hours,essential idea,essential idea (es),subsubtopic
21.1,Spectroscopic identification of organic compounds,Identificación espectroscópica de compuestos orgánicos,21,spectroscopic identification of organic compounds,0 checked out of 1,HL,Essential idea,2.0,"Although spectroscopic characterization techniques form the backbone of structural identification of compounds, typically no one technique results in a full structural identification of a molecule.","A pesar de que las técnicas de caracterización espectroscópicas constituyen el eje central de la identificación estructural de compuestos, generalmente no existe una única técnica que proporcione la identificación estructural completa de una molécula.","21.1.NoS,21.1.U1,21.1.U2,21.1.U3,21.1.AS1,21.1.AS2,21.1.G1,21.1.G2,21.1.G3,21.1.G4,21.1.IM1,21.1.ToK1,21.1.Uz1,21.1.Uz2,21.1.Uz3,21.1.Aims1"
A.1,Materials science introduction,Introducción a la ciencia de los materiales,A (core),materials,1 checked out of 1,core,Essential idea,1.5,"Materials science involves understanding the properties of a material, and then applying those properties to desired structures.","La ciencia de los materiales trata de la comprensión de las propiedades de un material, y luego la aplicación de dichas propiedades a las estructuras deseadas.","A.1.NoS1,A.1.NoS2,A.1.U1,A.1.U2,A.1.U3,A.1.AS1,A.1.AS2,A.1.AS3,A.1.G1,A.1.G2,A.1.G3,A.1.IM1,A.1.ToK1,A.1.Aims1,A.1.Aims2"
A.2,Metals and inductively coupled plasma (ICP) spectroscopy,Los metales y la espectroscopía con fuente de plasma de acoplamiento inductivo (ICP),A (core),materials,1 checked out of 1,core,Essential idea,4.0,Metals can be extracted from their ores and alloyed for desired characteristics. ICP-MS/OES Spectroscopy ionizes metals and uses mass and emission spectra for analysis.,Los metales se extraen de sus minerales y se forman aleaciones para lograr las características deseadas. La espectroscopía ICPMS/ OES ioniza los metales y usa espectros de masa y emisión para el análisis.,"A.2.NoS1,A.2.NoS2,A.2.U1,A.2.U2,A.2.U3,A.2.U4,A.2.U5,A.2.AS1,A.2.AS2,A.2.AS3,A.2.AS4,A.2.AS5,A.2.AS6,A.2.AS7,A.2.AS8,A.2.AS9,A.2.AS10,A.2.G1,A.2.G2,A.2.G3,A.2.G4,A.2.IM1,A.2.ToK1,A.2.Aims1,A.2.Aims2,A.2.Aims3"
A.3,Catalysts,Catalizadores,A (core),materials,1 checked out of 1,core,Essential idea,1.5,Catalysts work by providing an alternate reaction pathway for the reaction. Catalysts always increase the rate of the reaction and are left unchanged at the end of the reaction.,Los catalizadores proporcionan una ruta de reacción alternativa. Los catalizadores siempre aumentan la velocidad de la reacción y permanecen inalterados al final de la misma.,"A.3.NoS,A.3.U1,A.3.U2,A.3.U3,A.3.U4,A.3.U5,A.3.AS1,A.3.AS2,A.3.AS3,A.3.G1,A.3.G2,A.3.IM1,A.3.ToK1,A.3.Aims1,A.3.Aims2,A.3.Aims3,A.3.Aims4"
A.4,Liquid crystals,Cristales líquidos,A (core),materials,1 checked out of 1,core,Essential idea,2.0,Liquid crystals are fluids that have physical properties which are dependent on molecular orientation relative to some fixed axis in the material.,Los cristales líquidos son fluidos cuyas propiedades físicas dependen de la orientación molecular respecto de algunos ejes fijos del material.,"A.4.NoS,A.4.U1,A.4.U2,A.4.U3,A.4.U4,A.4.AS1,A.4.AS2,A.4.G1,A.4.G2,A.4.G3,A.4.G4,A.4.IM1,A.4.ToK1,A.4.Aims1,A.4.Aims2"
A.5,Polymers,Polímeros,A (core),materials,1 checked out of 1,core,Essential idea,2.0,Polymers are made up of repeating monomer units which can be manipulated in various ways to give structures with desired properties.,Los polímeros están formados por unidades de monómeros repetidas que se pueden manipular de varias formas para poder obtener estructuras con las propiedades deseadas.,"A.5.NoS1,A.5.NoS2,A.5.NoS3,A.5.U1,A.5.U2,A.5.U3,A.5.U4,A.5.U5,A.5.U6,A.5.U7,A.5.U8,A.5.U9,A.5.AS1,A.5.AS2,A.5.AS3,A.5.AS4,A.5.AS5,A.5.G1,A.5.G2,A.5.IM1,A.5.Aims1"
A.6,Nanotechnology,Nanotecnología,A (core),materials,1 checked out of 1,core,Essential idea,2.0,Chemical techniques position atoms in molecules using chemical reactions whilst physical techniques allow atoms/molecules to be manipulated and positioned to specific requirements.,"Las técnicas químicas ubican a los átomos en las moléculas usando reacciones químicas, mientras que las técnicas físicas permiten manipular y ubicar a los átomos/moléculas para satisfacer requisitos específicos.","A.6.NoS1,A.6.NoS2,A.6.U1,A.6.U2,A.6.U3,A.6.AS1,A.6.AS2,A.6.AS3,A.6.AS4,A.6.AS5,A.6.AS6,A.6.AS7,A.6.G1,A.6.G2,A.6.IM1,A.6.IM2,A.6.ToK1,A.6.ToK2,A.6.Uz1,A.6.Aims1,A.6.Aims2"
A.7,Environmental impact—plastics,Impacto ambiental: plásticos,A (core),materials,1 checked out of 1,core,Essential idea,2.0,Although materials science generates many useful new products there are challenges associated with recycling of and high levels of toxicity of some of these materials.,"A pesar de que la ciencia de los materiales genera muchos productos nuevos, existen cuestionamientos relacionados con el reciclado y los elevados niveles de toxicidad de algunos de estos materiales.","A.7.NoS,A.7.U1,A.7.U2,A.7.U3,A.7.U4,A.7.U5,A.7.U6,A.7.AS1,A.7.AS2,A.7.AS3,A.7.AS4,A.7.AS5,A.7.AS6,A.7.G1,A.7.G2,A.7.G3,A.7.G4,A.7.G5,A.7.G6,A.7.IM1,A.7.IM2,A.7.ToK1,A.7.Aims1,A.7.Aims2"
A.8,Superconducting metals and X-ray crystallography,Metales superconductores y cristalografía de rayos X,A (HL),materials,1 checked out of 1,HL,Essential idea,5.0,Superconductivity is zero electrical resistance and expulsion of magnetic fields. X-ray crystallography can be used to analyse structures.,La superconductividad es la ausencia de resistencia eléctrica y la expulsión de los campos magnéticos. La cristalografía de rayos X se puede usar para analizar estructuras.,"A.8.NoS,A.8.U1,A.8.U2,A.8.U3,A.8.U4,A.8.U5,A.8.U6,A.8.U7,A.8.U8,A.8.U9,A.8.AS1,A.8.AS2,A.8.AS3,A.8.AS4,A.8.AS5,A.8.G1,A.8.G2,A.8.G3,A.8.G4,A.8.G5,A.8.IM1,A.8.ToK1,A.8.Aims1"
A.9,Condensation polymers,Polímeros de condensación,A (HL),materials,1 checked out of 1,HL,Essential idea,2.0,Condensation polymers are formed by the loss of small molecules as functional groups from monomers join.,Los polímeros de condensación se forman por la pérdida de moléculas pequeñas cuando los grupos funcionales de los monómeros se unen.,"A.9.NoS,A.9.U1,A.9.U2,A.9.U3,A.9.AS1,A.9.AS2,A.9.AS3,A.9.AS4,A.9.G1,A.9.IM1,A.9.Aims1"
A.10,Environmental impact—heavy metals,Impacto ambiental: metales pesados,A (HL),materials,1 checked out of 1,HL,Essential idea,3.0,"Toxicity and carcinogenic properties of heavy metals are the result of their ability to form coordinated compounds, have various oxidation states and act as catalysts in the human body.","La toxicidad y las propiedades cancerígenas de los metales pesados son consecuencia de su capacidad de formar compuestos coordinados, de poseer varios estados de oxidación y de actuar como catalizadores en el cuerpo humano.","A.10.NoS,A.10.U1,A.10.U2,A.10.U3,A.10.AS1,A.10.AS2,A.10.AS3,A.10.AS4,A.10.G1,A.10.G2,A.10.G3,A.10.ToK1,A.10.Aims1,A.10.Aims2"
B.1,Introduction to biochemistry,Introducción a la bioquímica,B (core),biochemistry,1 checked out of 1,core,Essential idea,1.0,Metabolic reactions involve a complex interplay between many different components in highly controlled environments,Las reacciones metabólicas implican una compleja interacción entre muchos componentes diferentes en ambientes extremadamente controlados.,"B.1.NoS,B.1.U1,B.1.U2,B.1.U3,B.1.U4,B.1.U5,B.1.U6,B.1.AS1,B.1.AS2,B.1.G1,B.1.IM1,B.1.Uz1"
B.2,Proteins and enzymes,Proteínas y enzimas,B (core),biochemistry,1 checked out of 1,core,Essential idea,4.0,Proteins are the most diverse of the biopolymers responsible for metabolism and structural integrity of living organisms.,Las proteínas son los biopolímeros más diversos responsables del metabolismo y la integridad estructural de los seres vivos.,"B.2.NoS,B.2.U1,B.2.U2,B.2.U3,B.2.U4,B.2.U5,B.2.U6,B.2.U7,B.2.AS1,B.2.AS2,B.2.AS3,B.2.AS4,B.2.AS5,B.2.AS6,B.2.G1,B.2.G2,B.2.G3,B.2.G4,B.2.IM1,B.2.Uz1,B.2.Uz2,B.2.Uz3,B.2.Aims1,B.2.Aims2,B.2.Aims3"
B.3,Lipids,Lípidos,B (core),biochemistry,1 checked out of 1,core,Essential idea,5.0,Lipids are a broad group of biomolecules that are largely non-polar and therefore insoluble in water.,Los lípidos son un grupo de biomoléculas extremadamente no polares y por lo tanto insolubles en agua.,"B.3.NoS,B.3.U1,B.3.U2,B.3.U3,B.3.U4,B.3.U5,B.3.U6,B.3.AS1,B.3.AS2,B.3.AS3,B.3.AS4,B.3.AS5,B.3.AS6,B.3.G1,B.3.G2,B.3.G3,B.3.IM1,B.3.ToK1,B.3.ToK2,B.3.Uz1,B.3.Uz2,B.3.Aims1"
B.4,Carbohydrates,Hidratos de carbono,B (core),biochemistry,1 checked out of 1,core,Essential idea,2.0,"Carbohydrates are oxygen-rich biomolecules, which play a central role in metabolic reactions of energy transfer.","Los hidratos de carbono son biomoléculas ricas en oxígeno, que juegan un papel primordial en las reacciones metabólicas de transferencia de energía.","B.4.NoS1,B.4.NoS2,B.4.U1,B.4.U2,B.4.U3,B.4.U4,B.4.U5,B.4.U6,B.4.AS1,B.4.AS2,B.4.G1,B.4.G2,B.4.G3,B.4.IM1,B.4.IM2,B.4.IM3,B.4.ToK1,B.4.Uz1,B.4.Uz2,B.4.Aims1,B.4.Aims2"
B.5,Vitamins,Vitaminas,B (core),biochemistry,1 checked out of 1,core,Essential idea,1.0,Vitamins are organic micronutrients with diverse functions that must be obtained from the diet.,Las vitaminas son micronutrientes orgánicos con diversas funciones que se deben obtener de la dieta.,"B.5.NoS,B.5.U1,B.5.U2,B.5.U3,B.5.U4,B.5.AS1,B.5.AS2,B.5.G1,B.5.G2,B.5.IM1,B.5.IM2,B.5.ToK1,B.5.ToK2,B.5.Aims1"
B.6,Biochemistry and the environment,Bioquímica y ambiente,B (core),biochemistry,1 checked out of 1,core,Essential idea,2.0,"Our increasing knowledge of biochemistry has led to several environmental problems, while also helping to solve others.","El aumento de nuestros conocimientos de bioquímica ha traído como consecuencia algunos problemas ambientales, mientras que ha ayudado a resolver otros.","B.6.NoS,B.6.U1,B.6.U2,B.6.U3,B.6.U4,B.6.U5,B.6.U6,B.6.U7,B.6.AS1,B.6.AS2,B.6.AS3,B.6.AS4,B.6.AS5,B.6.G1,B.6.G2,B.6.IM1,B.6.IM2,B.6.Aims1,B.6.Aims2,B.6.Aims3"
B.7,Proteins and enzymes,Proteínas y enzimas,B (HL),biochemistry,1 checked out of 1,HL,Essential idea,3.0,Analyses of protein activity and concentration are key areas of biochemical research.,El análisis de la actividad enzimática y la concentración son áreas clave de la investigación bioquímica.,"B.7.NoS1,B.7.NoS2,B.7.U1,B.7.U2,B.7.U3,B.7.AS1,B.7.AS2,B.7.AS3,B.7.AS4,B.7.AS5,B.7.G1,B.7.G2,B.7.G3,B.7.IM1,B.7.ToK1,B.7.Uz1,B.7.Aims1,B.7.Aims2,B.7.Aims3"
B.8,Nucleic acids,Ácidos nucleicos,B (HL),biochemistry,1 checked out of 1,HL,Essential idea,2.0,DNA is the genetic material that expresses itself by controlling the synthesis of proteins by the cell.,El ADN es el material genético que se expresa controlando la síntesis de proteínas en la célula.,"B.8.NoS1,B.8.NoS2,B.8.U1,B.8.U2,B.8.U3,B.8.U4,B.8.U5,B.8.U6,B.8.AS1,B.8.AS2,B.8.AS3,B.8.AS4,B.8.AS5,B.8.G1,B.8.G2,B.8.G3,B.8.G4,B.8.IM1,B.8.IM2,B.8.IM3,B.8.ToK1,B.8.ToK2,B.8.ToK3,B.8.ToK4,B.8.Uz1,B.8.Uz2,B.8.Aims1,B.8.Aims2,B.8.Aims3,B.8.Aims4"
B.9,Biological pigments,Pigmentos biológicos,B (HL),biochemistry,1 checked out of 1,HL,Essential idea,3.0,Biological pigments include a variety of chemical structures with diverse functions which absorb specific wavelengths of light.,Los pigmentos biológicos comprenden una variedad de estructuras químicas con diversas funciones que absorben luz de longitudes de onda específicas.,"B.9.NoS,B.9.U1,B.9.U2,B.9.U3,B.9.U4,B.9.U5,B.9.U6,B.9.U7,B.9.AS1,B.9.AS2,B.9.AS3,B.9.AS4,B.9.AS5,B.9.AS6,B.9.AS7,B.9.AS8,B.9.G1,B.9.G2,B.9.G3,B.9.IM1,B.9.ToK1,B.9.Uz1,B.9.Uz2,B.9.Uz3,B.9.Uz4,B.9.Aims1,B.9.Aims2"
B.10,Stereochemistry in biomolecules,Estereoquímica en las biomoléculas,B (HL),biochemistry,1 checked out of 1,HL,Essential idea,2.0,Most biochemical processes are stereospecific and involve only molecules with certain configuration of chiral carbon atoms.,La mayoría de los procesos bioquímicos son estereoespecíficos e implican solo moléculas con cierta configuración de los átomos de carbono quirales.,"B.10.NoS,B.10.U1,B.10.U2,B.10.U3,B.10.U4,B.10.U5,B.10.AS1,B.10.AS2,B.10.AS3,B.10.AS4,B.10.G1,B.10.G2,B.10.IM1,B.10.Aims1"
C.1,Energy sources,Fuentes de energía,C (core),energy,1 checked out of 1,core,Essential idea,3.0,Societies are completely dependent on energy resources. The quantity of energy is conserved in any conversion but the quality is degraded.,"Las sociedades son completamente dependientes de los recursos energéticos. En cualquier conversión, la cantidad de energía se conserva, pero la calidad se degrada.","C.1.NoS,C.1.U1,C.1.U2,C.1.U3,C.1.U4,C.1.U5,C.1.U6,C.1.AS1,C.1.AS2,C.1.AS3,C.1.AS4,C.1.AS5,C.1.IM1,C.1.IM2,C.1.ToK1,C.1.ToK2,C.1.Aims1,C.1.Aims2,C.1.Aims3,C.1.Aims4"
C.2,Fossil fuels,Combustibles fósiles,C (core),energy,1 checked out of 1,core,Essential idea,3.0,The energy of fossil fuels originates from solar energy which has been stored by chemical processes over time. These abundant resources are non- renewable but provide large amounts of energy due to the nature of chemical bonds in hydrocarbons.,La energía de los combustibles fósiles se origina a partir de la energía solar almacenada por medio de procesos químicos en el transcurso del tiempo. Estos recursos abundantes no son renovables pero proporcionan gran cantidad de energía debido a la naturaleza de los enlaces químicos presentes en los hidrocarburos.,"C.2.NoS,C.2.U1,C.2.U2,C.2.U3,C.2.U4,C.2.U5,C.2.U6,C.2.U7,C.2.AS1,C.2.AS2,C.2.AS3,C.2.AS4,C.2.AS5,C.2.AS6,C.2.G1,C.2.IM1,C.2.IM2,C.2.IM3,C.2.Aims1,C.2.Aims2,C.2.Aims3,C.2.Aims4"
C.3,Nuclear fusion and fission,Fusión y fisión nuclear,C (core),energy,1 checked out of 1,core,Essential idea,4.0,The fusion of hydrogen nuclei in the sun is the source of much of the energy needed for life on Earth. There are many technological challenges in replicating this process on Earth but it would offer a rich source of energy. Fission involves the splitting of a large unstable nucleus into smaller stable nuclei.,"La fusión de los núcleos de hidrógeno en el Sol es la fuente de gran parte de la energía necesaria para la vida en la Tierra. Existen muchos desafíos tecnológicos para reproducir este proceso en la Tierra, pero si se logra podría ofrecer una abundante fuente de energía. La fisión implica la ruptura de núcleos grandes inestables en núcleos más pequeños y estables.","C.3.NoS,C.3.U1,C.3.U2,C.3.U3,C.3.U4,C.3.U5,C.3.U6,C.3.U7,C.3.U8,C.3.U9,C.3.AS1,C.3.AS2,C.3.AS3,C.3.AS4,C.3.AS5,C.3.AS6,C.3.AS7,C.3.G1,C.3.G2,C.3.G3,C.3.G4,C.3.IM1,C.3.IM2,C.3.IM3,C.3.ToK1,C.3.Aims1,C.3.Aims2"
C.4,Solar energy,Energía solar,C (core),energy,1 checked out of 1,core,Essential idea,2.0,Visible light can be absorbed by molecules that have a conjugated structure with an extended system of alternating single and multiple bonds. Solar energy can be converted to chemical energy in photosynthesis.,La luz visible puede ser absorbida por moléculas que tengan estructura conjugada con un sistema extendido de enlaces simples y múltiples alternados. La fotosíntesis convierte energía solar en energía química.,"C.4.NoS,C.4.U1,C.4.U2,C.4.U3,C.4.U4,C.4.U5,C.4.U6,C.4.U7,C.4.AS1,C.4.AS2,C.4.AS3,C.4.AS4,C.4.G1,C.4.ToK1,C.4.Aims1,C.4.Aims2,C.4.Aims3"
C.5,Environmental impact—global warming,Impacto ambiental: calentamiento global,C (core),energy,1 checked out of 1,core,Essential idea,3.0,Gases in the atmosphere that are produced by human activities are changing the climate as they are upsetting the balance between radiation entering and leaving the atmosphere.,Los gases de la atmósfera producidos por las actividades humanas están cambiando el clima puesto que están perturbando el equilibrio entre la radiación entrante y saliente de la atmósfera.,"C.5.NoS1,C.5.NoS2,C.5.NoS3,C.5.U1,C.5.U2,C.5.U3,C.5.U4,C.5.AS1,C.5.AS2,C.5.AS3,C.5.AS4,C.5.AS5,C.5.G1,C.5.IM1,C.5.ToK1,C.5.Aims1,C.5.Aims2,C.5.Aims3"
C.6,"Electrochemistry, rechargeable batteries and fuel cells","Electroquímica, baterías recargables y pilas de combustible",C (HL),energy,1 checked out of 1,HL,Essential idea,4.0,Chemical energy from redox reactions can be used as a portable source of electrical energy.,La energía química de las reacciones rédox se puede usar como fuente portátil de energía eléctrica.,"C.6.NoS,C.6.U1,C.6.U2,C.6.U3,C.6.U4,C.6.U5,C.6.U6,C.6.U7,C.6.AS1,C.6.AS2,C.6.AS3,C.6.AS4,C.6.AS5,C.6.AS6,C.6.AS7,C.6.G1,C.6.G2,C.6.G3,C.6.G4,C.6.G5,C.6.G6,C.6.IM1,C.6.ToK1,C.6.Aims1,C.6.Aims2,C.6.Aims3,C.6.Aims4,C.6.Aims5"
C.7,Nuclear fusion and nuclear fission,Fusión nuclear y fisión nuclear,C (HL),energy,1 checked out of 1,HL,Essential idea,3.0,Large quantities of energy can be obtained from small quantities of matter.,Se puede obtener gran cantidad de energía a partir de pequeña cantidad de materia.,"C.7.NoS,C.7.U1,C.7.U2,C.7.U3,C.7.U4,C.7.U5,C.7.U6,C.7.U7,C.7.AS1,C.7.AS2,C.7.AS3,C.7.AS4,C.7.AS5,C.7.AS6,C.7.AS7,C.7.G1,C.7.G2,C.7.G3,C.7.G4,C.7.G5,C.7.G6,C.7.IM1,C.7.IM2,C.7.ToK1,C.7.ToK2,C.7.Aims1,C.7.Aims2"
C.8,Photovoltaic and dye-sensitized solar cells,Células fotovoltaicas y células solares sensibilizadas por colorante (DSSC),C (HL),energy,1 checked out of 1,HL,Essential idea,3.0,"When solar energy is converted to electrical energy the light must be absorbed and charges must be separated. In a photovoltaic cell both of these processes occur in the silicon semiconductor, whereas these processes occur in separate locations in a dye-sensitized solar cell (DSSC).","Cuando la energía solar se convierte en energía eléctrica es preciso absorber la luz y separar las cargas. En una célula fotovoltaica ambos procesos ocurren en el semiconductor de silicio, mientras que en una célula solar sensibilizada por colorante (DSSC), ambos procesos se producen por separado.","C.8.NoS1,C.8.NoS2,C.8.U1,C.8.U2,C.8.U3,C.8.U4,C.8.U5,C.8.U6,C.8.AS1,C.8.AS2,C.8.AS3,C.8.AS4,C.8.G1,C.8.G2,C.8.G3,C.8.G4,C.8.IM1,C.8.ToK1,C.8.Aims1,C.8.Aims2"
D.1,Pharmaceutical products and drug action,Acción de los productos farmacéuticos y las drogas,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,1.0,Medicines and drugs have a variety of different effects on the functioning of the body.,Las medicinas y drogas tienen varios efectos sobre el funcionamiento del organismo.,"D.1.NoS,D.1.U1,D.1.U2,D.1.U3,D.1.U4,D.1.U5,D.1.U6,D.1.U7,D.1.AS1,D.1.AS2,D.1.AS3,D.1.G1,D.1.IM1,D.1.ToK1,D.1.ToK2,D.1.ToK3,D.1.Aims1,D.1.Aims2"
D.2,Aspirin and penicillin,Aspirina y penicilina,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,5.0,Natural products with useful medicinal properties can be chemically altered to produce more potent or safer medicines.,Los productos naturales con propiedades medicinales útiles se pueden alterar químicamente para producir medicinas más seguras y potentes.,"D.2.NoS1,D.2.NoS2,D.2.U1,D.2.U2,D.2.U3,D.2.U4,D.2.U5,D.2.U6,D.2.U7,D.2.AS1,D.2.AS2,D.2.AS3,D.2.AS4,D.2.AS5,D.2.AS6,D.2.AS7,D.2.G1,D.2.G2,D.2.IM1,D.2.IM2,D.2.ToK1,D.2.ToK2,D.2.Aims1,D.2.Aims2"
D.3,Opiates,Opiáceos,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,2.0,Potent medical drugs prepared by chemical modification of natural products can be addictive and become substances of abuse.,Las drogas medicinales potentes preparadas por modificación química de productos naturales pueden ser adictivas y transformarse en sustancias de abuso.,"D.3.NoS,D.3.U1,D.3.U2,D.3.U3,D.3.U4,D.3.AS1,D.3.AS2,D.3.AS3,D.3.AS4,D.3.AS5,D.3.AS6,D.3.G1,D.3.IM1,D.3.ToK1,D.3.Aims1"
D.4,pH regulation of the stomach,Regulación del pH del estómago,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,3.0,Excess stomach acid is a common problem that can be alleviated by compounds that increase the stomach pH by neutralizing or reducing its secretion.,El exceso de acidez estomacal es un problema frecuente y se puede aliviar por medio de compuestos que aumenten el pH del estómago neutralizando o reduciendo su secreción.,"D.4.NoS,D.4.U1,D.4.U2,D.4.AS1,D.4.AS2,D.4.AS3,D.4.AS4,D.4.AS5,D.4.G1,D.4.G2,D.4.IM1,D.4.ToK1,D.4.Aims1"
D.5,Anti-viral medications,Medicamentos antivirales,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,2.0,Antiviral medications have recently been developed for some viral infections while others are still being researched.,"Para algunas infecciones víricas, recientemente han sido desarrollados medicamentos antivirales, mientras que para otras aún se están investigando.","D.5.NoS,D.5.U1,D.5.U2,D.5.AS1,D.5.AS2,D.5.AS3,D.5.AS4,D.5.AS5,D.5.G1,D.5.IM1,D.5.Aims1"
D.6,Environmental impact of some medications,Impacto ambiental de algunos medicamentos,D (core),medicinal chemistry,1 checked out of 1,core,Essential idea,2.0,"The synthesis, isolation, and administration of medications can have an effect on the environment.","La síntesis, aislamiento y administración de medicamentos pueden tener un efecto sobre el ambiente.","D.6.NoS,D.6.U1,D.6.U2,D.6.U3,D.6.AS1,D.6.AS2,D.6.AS3,D.6.AS4,D.6.AS5,D.6.G1,D.6.IM1,D.6.IM2,D.6.IM3,D.6.ToK1,D.6.Aims1,D.6.Aims2,D.6.Aims3"
D.7,Taxol—a chiral auxiliary case study,Taxol: un estudio de caso de auxiliar quiral,D (HL),medicinal chemistry,1 checked out of 1,HL,Essential idea,2.0,Chiral auxiliaries allow the production of individual enantiomers of chiral molecules.,Los auxiliares quirales permiten la obtención de enantiómeros individuales de moléculas quirales.,"D.7.NoS1,D.7.NoS2,D.7.U1,D.7.U2,D.7.U3,D.7.AS1,D.7.AS2,D.7.AS3,D.7.G1,D.7.IM1,D.7.Aims1"
D.8,Nuclear medicine,Medicina nuclear,D (HL),medicinal chemistry,1 checked out of 1,HL,Essential idea,4.0,"Nuclear radiation, whilst dangerous owing to its ability to damage cells and cause mutations, can also be used to both diagnose and cure diseases.","La radiación nuclear, a pesar de ser peligrosa debido a su capacidad de dañar las células y causar mutaciones, también se puede usar para el diagnóstico y la cura de enfermedades.","D.8.NoS,D.8.U1,D.8.U2,D.8.U3,D.8.U4,D.8.AS1,D.8.AS2,D.8.AS3,D.8.AS4,D.8.AS5,D.8.AS6,D.8.G1,D.8.G2,D.8.IM1,D.8.ToK1"
D.9,Drug detection and analysis,Detección y análisis de drogas,D (HL),medicinal chemistry,1 checked out of 1,HL,Essential idea,4.0,"A variety of analytical techniques is used for detection, identification, isolation and analysis of medicines and drugs.","Para la detección, identificación, aislamiento y análisis de drogas y medicinas se usan varias técnicas analíticas.","D.9.NoS,D.9.U1,D.9.U2,D.9.AS1,D.9.AS2,D.9.AS3,D.9.AS4,D.9.G1,D.9.G2,D.9.IM1,D.9.ToK1,D.9.Aims1,D.9.Aims2,D.9.Aims3"
