ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
10.2.IM2,10,10.2,International-mindedness,core,,Alcohol misuse is a growing problem in many countries and can have an impact on their economies and social structures.,,El uso incorrecto del alcohol constituye un problema creciente en muchos países y puede tener un impacto sobre sus economías y estructuras sociales.
10.2.Uz1,10,10.2,Utilization,core,,Alkane usage as fuels.,"Alkane,Aliphatics",Uso de alcanos como combustibles
10.2.Uz2,10,10.2,Utilization,core,,The role of ethene in fruit ripening.,,Papel del eteno en la maduración de frutos
10.2.Uz3,10,10.2,Utilization,core,,"Alcohols, usage as fuel additives.",Alcohol,Uso de alcoholes como aditivos para combustibles
10.2.Uz4,10,10.2,Utilization,core,,"Alcohols, role in the breathalyser.","Quantitative analysis,Alcohol","Alcoholes, su función en el alcoholímetro"
10.2.Uz5,10,10.2,Utilization,core,,"Esters, varied uses—perfumes, food flavourings, solvents, nitroglycerin, biofuels and painkillers.","Pain receptors,Ester","Ésteres, usos variados: perfumes, aromatizantes alimentarios, disolventes, nitroglicerina, biocombustibles y calmantes."
10.2.Aims1,10,10.2,Aims,core,,"Aim 6: Experiments could include distinguishing between alkanes and alkenes, preparing soap and the use of gravity filtration, filtration under vacuum (using a Buchner flask), purification including recrystallization, reflux and distillation, melting point determination and extraction.","Recrystallization,solvent extraction,Miscible liquids,Immiscible liquids,Alkane,Reflux,Reflux condenser,Alkene","Objetivo 6: Se podrían incluir experimentos para distinguir entre alcanos y alquenos, preparar jabón y usar filtración por gravedad, filtración por vacío (usando un matraz de Buchner), purificación por recristalización, reflujo y destilación, determinación del punto de fusión y extracción."
10.2.Aims2,10,10.2,Aims,core,,Aim 8: Discuss the significance of the hydrogenation of alkenes in the food production including trans-fats as by-products.,"By-products,Alkene","Objetivo 8: Discutir la importancia de la hidrogenación de los alcanos en la producción de alimentos, incluyendo las grasas trans como subproductos."
11.1.NoS,11a,11.1,Nature of Science,core,,"Making quantitative measurements with replicates to ensure reliability—precision, accuracy, systematic, and random errors must be interpreted through replication. (3.2, 3.4)","Precision,Reliability,Repeatability,Reproducibility,random error","Realizar mediciones cuantitativas con repeticiones para asegurar la fiabilidad: los errores de precisión, exactitud, sistemáticos y aleatorios se deben interpretar por medio de las repeticiones. (3.2, 3.4)"
11.1.U1,11a,11.1,Understandings,core,,Qualitative data includes all non-numerical information obtained from observations not from measurement,Qualitative results,"Los datos cualitativos incluyen toda la información no numérica que se obtiene por observación, no por medición."
11.1.U2,11a,11.1,Understandings,core,,"Quantitative data are obtained from measurements, and are always associated with random errors/uncertainties, determined by the apparatus, and by human limitations such as reaction times.","absolute uncertainty,Reaction time,Significant figures,Quantitative results","Los datos cuantitativos se obtienen por medición, y están siempre asociados a errores aleatorios/incertidumbres, determinados por el equipo y por las limitaciones humanas tales como el tiempo de reacción."
11.1.U3,11a,11.1,Understandings,core,,Propagation of random errors in data processing shows the impact of the uncertainties on the final result.,Relative uncertainty,La propagación de los errores aleatorios en el procesamiento de datos muestra el impacto de las incertidumbres sobre el resultado final.
11.1.U4,11a,11.1,Understandings,core,,"Experimental design and procedure usually lead to systematic errors in measurement, which cause a deviation in a particular direction","Outlier,Percentage error,Reaction time,Systematic errors","El diseño y el procedimiento experimental generalmente conducen a errores sistemáticos en las mediciones, que causan una desviación en determinada dirección."
11.1.U5,11a,11.1,Understandings,core,,Repeat trials and measurements will reduce random errors but not systematic errors.,"Percentage error,Systematic errors","La repetición de ensayos y mediciones reducirá los errores aleatorios, pero no los errores sistemáticos."
11.1.AS1,11a,11.1,Applications and skills,core,,Distinction between random errors and systematic errors.,"Literature value,﻿Accuracy,Percentage error,Systematic errors",Diferenciación entre errores aleatorios y sistemáticos.
11.1.AS2,11a,11.1,Applications and skills,core,,Record uncertainties in all measurements as a range (+) to an appropriate precision.,"absolute uncertainty,random error,Significant figures",Registro de incertidumbres en todas las mediciones en forma de rango (±) hasta una precisión adecuada.
11.1.AS3,11a,11.1,Applications and skills,core,,Discussion of ways to reduce uncertainties in an experiment,Control variable,Discusión de las formas de reducir las incertidumbres de un experimento.
11.1.AS4,11a,11.1,Applications and skills,core,,"Propagation of uncertainties in processed data, including the use of percentage uncertainties.",,"Propagación de las incertidumbres en los datos procesados, incluyendo el uso de la incertidumbre porcentual."
11.1.AS5,11a,11.1,Applications and skills,core,,"Discussion of systematic errors in all experimental work, their impact on the results and how they can be reduced.","﻿Accuracy,Best-fit line","Discusión de los errores sistemáticos de todo el trabajo experimental, su impacto sobre los resultados y la forma de reducirlos."
11.1.AS6,11a,11.1,Applications and skills,core,,Estimation of whether a particular source of error is likely to have a major or minor effect on the final result.,,Estimación del mayor o menor efecto de una fuente particular de error sobre el resultado final.
11.1.AS7,11a,11.1,Applications and skills,core,,Calculation of percentage error when the experimental result can be compared with a theoretical or accepted result.,"Literature value,Relative uncertainty,Percentage error,Systematic errors",Cálculo del error porcentual cuando el resultado experimental se pueda comparar con un resultado teórico o aceptado.
11.1.AS8,11a,11.1,Applications and skills,core,,Distinction between accuracy and precision in evaluating results.,"﻿Accuracy,Precision,random error",Diferenciación entre exactitud y precisión en la evaluación de los resultados.
11.1.G1,11a,11.1,Guidance,core,,"The number of significant figures in a result is based on the figures given in the data. When adding or subtracting, the final answer should be given to the least number of decimal places. When multiplying or dividing the final answer is given to the least number of significant figures.",scientific notation,"El número de cifras significativas de un resultado se basa en las cifras dadas en los datos. Cuando sumamos o restamos, la respuesta final se debe dar con el menor número de decimales. Cuando multiplicamos o dividimos la respuesta final se da con el menor número de cifras significativas."
11.1.G2,11a,11.1,Guidance,core,,Note that the data value must be recorded to the same precision as the random error.,random error,Tener en cuenta que el valor de los datos se debe registrar con la misma precisión que el error aleatorio.
11.1.G3,11a,11.1,Guidance,core,,SI units should be used throughout the programme,SI Units,Se deben usar unidades del SI en todo el programa.
11.1.IM1,11a,11.1,International-mindedness,core,,"As a result of collaboration between seven international organizations, including IUPAC, the International Standards Organization (ISO) published the Guide to the Expression of Uncertainty in Measurement in 1995. This has been widely adopted in most countries and has been translated into several languages.",,"Como resultado de la colaboración entre siete organizaciones internacionales, incluida la IUPAC, la Organización Internacional de Normalización (ISO) publicó en 1995 la Guide to the Expression of Uncertainty in Measurement. Esta guía para la expresión de la incertidumbre en las mediciones, fue adoptada ampliamente en la mayoría de los países y se ha traducido a varias lenguas."
11.1.ToK1,11a,11.1,Theory of Knowledge,core,,Science has been described as a self-correcting and communal public endeavour. To what extent do these characteristics also apply to the other areas of knowledge?,,La ciencia se ha descrito como un empeño público autocorrector y comunitario. ¿En qué medida se aplican también estas características a otras áreas del conocimiento?
11.1.Uz1,11a,11.1,Utilization,core,,Crash of the Mars Climate Orbiter spacecraft.,,Choque de la sonda espacial Mars Climate Orbiter.
11.1.Uz2,11a,11.1,Utilization,core,,Original results from CERN regarding the speed of neutrinos were flawed.,,Los resultados originales del CERN respecto de la velocidad de los neutrinos fueron imperfectos.
11.1.Aims1,11a,11.1,Aims,core,,Aim 6: The distinction and different roles of Class A and Class B glassware could be explored,,Objetivo 6: Se podrían explorar las diferencias entre el material de vidrio de clase A y el de clase B y sus distintas funciones.
11.1.Aims2,11a,11.1,Aims,core,,"Aim 8: Consider the moral obligations of scientists to communicate the full extent of their data, including experimental uncertainties. The “cold fusion” case of Fleischmann and Pons in the 1990s is an example of when this was not fulfilled.",,"Objetivo 8: Considerar la obligación moral de los científicos de comunicar el alcance total de sus datos, incluyendo las incertidumbres experimentales. El caso de la “fusión fría” de Fleischmann y Pons en la década de 1990, es un ejemplo de no cumplimiento."
11.2.NoS,11a,11.2,Nature of Science,core,,The idea of correlation—can be tested in experiments whose results can be displayed graphically. (2.8),,La idea de correlación se puede comprobar por medio de experimentos cuyos resultados se puedan presentar gráficamente. (2.8)
11.2.U1,11a,11.2,Understandings,core,,"Graphical techniques are an effective means of communicating the effect of an independent variable on a dependent variable, and can lead to determination of physical quantities.","Dependent variable,Independent variable","Las técnicas gráficas son un medio efectivo para comunicar el efecto de una variable independiente sobre una variable dependiente, y pueden guiar en la determinación de cantidades físicas."
11.2.U2,11a,11.2,Understandings,core,,"Sketched graphs have labelled but unscaled axes, and are used to show qualitative trends, such as variables that are proportional or inversely proportional.",Trend,"Los gráficos esquematizados tienen ejes rotulados pero no escalados y se usan para mostrar tendencias cualitativas, como variables que son directa o inversamente proporcionales."
11.2.U3,11a,11.2,Understandings,core,,"Drawn graphs have labelled and scaled axes, and are used in quantitative measurements.",Quantitative results,Los gráficos trazados tienen ejes rotulados y escalados y se usan en las mediciones cuantitativas.
11.2.AS1,11a,11.2,Applications and skills,core,,Drawing graphs of experimental results including the correct choice of axes and scale.,Histogram,Dibujo de gráficos de resultados experimentales incluyendo la elección correcta de los ejes y la escala.
11.2.AS2,11a,11.2,Applications and skills,core,,Interpretation of graphs in terms of the relationships of dependent and independent variables.,"Histogram,Dependent variable,Independent variable",Interpretación de gráficos para establecer relaciones entre las variables dependiente e independiente.
11.2.AS3,11a,11.2,Applications and skills,core,,"Production and interpretation of best-fit lines or curves through data points, including an assessment of when it can and cannot be considered as a linear function.",Scatter plot,"Producción e interpretación de líneas de ajuste o curvas a través de los puntos de datos, incluida una evaluación de la posibilidad de considerarlas o no como función lineal."
11.2.AS4,11a,11.2,Applications and skills,core,,"Calculation of quantities from graphs by measuring slope (gradient) and intercept, including appropriate units.","Histogram,Intercept (of a graph)","Cálculo de cantidades a partir de gráficos, por medición de la pendiente (gradiente) e intersección, incluidas las unidades apropiadas."
11.2.IM1,11a,11.2,International-mindedness,core,,"Charts and graphs, which largely transcend language barriers, can facilitate communication between scientists worldwide.",,"Los gráficos, que trascienden ampliamente las barreras del lenguaje, pueden facilitar la comunicación entre los científicos de todo el mundo."
11.2.ToK1,11a,11.2,Theory of Knowledge,core,,"Graphs are a visual representation of data, and so use sense perception as a way of knowing. To what extent does their interpretation also rely on the other ways of knowing, such as language and reason?",,"Los gráficos son representaciones visuales de los datos y por eso usan la percepción sensorial como una forma de conocimiento. ¿En qué medida su interpretación depende también de otras formas de conocimiento, como el lenguaje o la razón?"
11.2.Uz1,11a,11.2,Utilization,core,,"Graphical representations of data are widely used in diverse areas such as population, finance and climate modelling. Interpretation of these statistical trends can often lead to predictions, and so underpins the setting of government policies in many areas such as health and education.",,"Las representaciones gráficas de datos se usan ampliamente en diversas áreas como población, finanzas y modelos climáticos. La interpretación de estas tendencias estadísticas con frecuencia conduce a predicciones y por eso son la base de decisiones de políticas de gobierno en muchas áreas como salud y educación."
11.2.Aims1,11a,11.2,Aims,core,,"Aim 7: Graph-plotting software may be used, including the use of spreadsheets and the derivation of best-fit lines and gradients.",Scatter plot,"Objetivo 7: Se puede usar software para trazado de gráficos, incluyendo hojas de cálculo, trazado de líneas de ajuste y gradientes."
11.3.NoS1,11b,11.3,Nature of Science,core,,"Improvements in instrumentation—mass spectrometry, proton nuclear magnetic resonance and infrared spectroscopy have made identification and structural determination of compounds routine. (1.8)","Infrared spectroscopy,Infrared radiation,Infrared active vibrational modes,Infrared spectroscopy,Wave number,Transmittance,Spectroscopy,Structural analysis,Mass spectrometry,Mass spectrometer,Mass spectrum,Molecular/parent ion,Resonance structures","Avances en la instrumentación: la espectrometría de masas, la resonancia magnética nuclear protónica y la espectroscopía infrarroja han hecho que la identificación y determinación estructural de compuestos sean procesos rutinarios. (1.8)"
11.3.NoS2,11b,11.3,Nature of Science,core,,"Models are developed to explain certain phenomena that may not be observable—for example, spectra are based on the bond vibration model. (1.10)","Infrared radiation,Infrared spectroscopy,Wave number,Transmittance,Vibrational modes","Los modelos se desarrollaron para explicar ciertos fenómenos que posiblemente no se puedan observar; por ejemplo, los espectros basados en el modelo vibratorio de los enlaces. (1.10)"
11.3.U1,11b,11.3,Understandings,core,,The degree of unsaturation or index of hydrogen deficiency (IHD) can be used to determine from a molecular formula the number of rings or multiple bonds in a molecule.,"Molecular formula,Index of hydrogen deficiency,Unsaturated","El grado de insaturación o índice de déficit de hidrógeno (IDH) se puede usar para determinar, a partir de la fórmula molecular, el número de anillos o enlaces múltiples presentes en una molécula."
11.3.U2,11b,11.3,Understandings,core,,"Mass spectrometry (MS), proton nuclear magnetic resonance spectroscopy (1HNMR) and infrared spectroscopy (IR) are techniques that can be used to help identify compounds and to determine their structure.","Infrared spectroscopy,fragment (mass spectroscopy),Chemical environment,Chemical shift,Nuclear magnetic resonance,Infrared spectroscopy,Absorption spectrum (experimental),Wave number,Transmittance,Vibrational modes,Fingerprint region (IR),Spectroscopy,Structural analysis,Mass spectrometry,Mass spectrum,Mass spectrometer,Mass spectrum,Molecular/parent ion","La espectrometría de masas (EM), la espectrometría de resonancia magnética nuclear protónica (RMN de 1H) y la espectroscopía infrarroja (IR), son técnicas que se pueden usar para ayudar a identificar compuestos y determinar su estructura."
11.3.AS1,11b,11.3,Applications and skills,core,,Determination of the IHD from a molecular formula.,"Molecular formula,Index of hydrogen deficiency,fragment (mass spectroscopy)",Determinación del IDH a partir de una fórmula molecular.
11.3.AS2,11b,11.3,Applications and skills,core,,"Deduction of information about the structural features of a compound from percentage composition data, MS, 1H NMR or IR.","Percentage composition,Chemical environment,Chemical shift,Integration trace,Nuclear magnetic resonance,Absorption spectrum (experimental),Fingerprint region (IR),Radiation","Deducción de información sobre las características estructurales de un compuesto a partir de su composición porcentual, EM, RMN de 1H o IR."
11.3.G1,11b,11.3,Guidance,core,,The electromagnetic spectrum (EMS) is given in the data booklet in section 3. The regions employed for each technique should be understood.,"Radio waves,Infrared radiation,Electromagnetic wave,Frequency",En la sección 3 del cuadernillo de datos se da el espectro electromagnético (EEM). Se debe comprender qué regiones se usan para cada técnica.
11.3.G2,11b,11.3,Guidance,core,,The operating principles are not required for any of these methods.,,No se requieren los principios operativos de ninguno de estos métodos.
11.3.G3,11b,11.3,Guidance,core,,"The data booklet contains characteristic ranges for IR absorptions (section 26), 1H NMR data (section 27) and specific MS fragments (section 28). For 1H NMR, only the ability to deduce the number of different hydrogen (proton) environments and the relative numbers of hydrogen atoms in each environment is required. Integration traces should be covered but splitting patterns are not required.","fragment (mass spectroscopy),Chemical environment,Chemical shift,Nuclear magnetic resonance,Infrared spectroscopy,Wave number,Transmittance,Structural analysis,Mass number","El cuadernillo de datos contiene los rangos característicos de las absorciones en el IR (sección 26), los datos de RMN de 1H (sección 27) y los fragmentos específicos de EM (sección 28). Para la RMN de 1H solo se requiere la habilidad de deducir el número de ambientes (protones) y el número relativo de átomos de hidrógeno en cada ambiente. Se deben tratar las curvas de integración pero no se requieren los patrones de desdoblamiento."
11.3.IM1,11b,11.3,International-mindedness,core,,Monitoring and analysis of toxins and xenobiotics in the environment is a continuous endeavour that involves collaboration between scientists in different countries.,"xenobiotics,Analyte,Continuous spectrum",La monitorización y análisis de toxinas y xenobióticos en el ambiente es un esfuerzo continuo que implica la colaboración de científicos de diferentes países.
11.3.ToK1,11b,11.3,Theory of Knowledge,core,,Electromagnetic waves can transmit information beyond that of our sense perceptions. What are the limitations of sense perception as a way of knowing?,"Electromagnetic wave,Frequency,Gamma waves/radiation (or rays)",Las ondas electromagnéticas pueden transmitir información que trasciende nuestra percepción sensorial. ¿Cuáles son las limitaciones de la percepción sensorial como forma de conocimiento?
11.3.Uz1,11b,11.3,Utilization,core,,IR spectroscopy is used in heat sensors and remote sensing in physics.,"Infrared spectroscopy,Wave number,Transmittance",La espectroscopía IR se usa en los sensores de calor y en la detección a distancia en física.
11.3.Uz2,11b,11.3,Utilization,core,,"Protons in water molecules within human cells can be detected by magnetic
resonance imaging (MRI), giving a three-dimensional view of organs in the human body.","Magnetic resonance imaging (MRI),Nuclear magnetic resonance,Proton","Los protones de las moléculas de agua dentro de las células humanas se pueden detectar por medio de las imágenes de resonancia magnética (IRM), esto permite obtener una visión tridimensional de los órganos del cuerpo humano."
11.3.Aims1,11b,11.3,Aims,core,,Aim 7: Spectral databases could be used here.,"Infrared spectroscopy,Wave number,Transmittance",Objetivo 7: Aquí se podrían usar bases de datos espectrales.
11.3.Aims2,11b,11.3,Aims,core,,Aim 8: The effects of the various greenhouse gases depend on their abundance and their ability to absorb heat radiation.,"Infrared spectroscopy,Wave number,Transmittance,Infrared active vibrational modes",Objetivo 8: Los efectos de los diferentes gases que causan el efecto invernadero dependen de su abundancia y su capacidad de absorber radiación calórica.
12.1.NoS,12,12.1,Nature of Science,HL,,Experimental evidence to support theories—emission spectra provide evidence for the existence of energy levels. (1.8),,Evidencia experimental para sustentar teorías: los espectros de emisión proporcionan evidencia de la existencia de niveles energéticos. (1.8)
12.1.U1,12,12.1,Understandings,HL,,"In an emission spectrum, the limit of convergence at higher frequency corresponds to the first ionization energy.","First ionization energy,Convergence,Convergence limit,Ionization energy (first)","En un espectro de emisión, el límite de convergencia a mayor frecuencia corresponde a la energía de primera ionización."
12.1.U2,12,12.1,Understandings,HL,,Trends in first ionization energy across periods account for the existence of main energy levels and sub-levels in atoms.,"First ionization energy,Sub-level,Sub-atomic particles,Effective nuclear charge,Nuclear charge,Ionization energy (first)","Las tendencias que presenta la energía de primera ionización a lo largo de los períodos, explican la existencia en los átomos de niveles energéticos principales y subniveles."
12.1.U3,12,12.1,Understandings,HL,,Successive ionization energy data for an element give information that shows relations to electron configurations,"Effective nuclear charge,Nuclear charge",Los datos de las sucesivas energías de ionización para un elemento dan información que se relaciona con las configuraciones electrónicas.
12.1.AS1,12,12.1,Applications and skills,HL,,Solving problems using E = hv,,Resolución de problemas usando 𝐸 = ℎ𝑣.
12.1.AS2,12,12.1,Applications and skills,HL,,Calculation of the value of the first ionization energy from spectral data which gives the wavelength or frequency of the convergence limit.,"First ionization energy,Wavelength,Convergence,Convergence limit,Ionization energy (first)","Cálculo del valor de la energía de primera ionización a partir de datos espectrales, los cuales dan la longitud de onda o la frecuencia del límite de la convergencia."
12.1.AS3,12,12.1,Applications and skills,HL,,Deduction of the group of an element from its successive ionization energy data,"Effective nuclear charge,Nuclear charge,Ionization energy (first)",Deducción del grupo al que pertenece un elemento a partir de los datos de sus sucesivas energías de ionización.
12.1.AS4,12,12.1,Applications and skills,HL,,Explanation of the trends and discontinuities in first ionization energy across a period.,"First ionization energy,Effective nuclear charge,Nuclear charge,Ionization energy (first),Trend",Explicación de las tendencias y discontinuidades en la primera energía de ionización a lo largo de un período.
12.1.G1,12,12.1,Guidance,HL,,The value of Planck’s constant (h) and 𝐸𝐸 = ℎ𝑣𝑣 are given in the data booklet in sections 1 and 2.,"Planck’s constant,Quantization,Quantum (plural quanta),Planck’s equation",En las secciones 1 y 2 del cuadernillo de datos se dan el valor de la constante de Planck (h) y 𝐸 = ℎ𝑣.
12.1.G2,12,12.1,Guidance,HL,,Use of the Rydberg formula is not expected in calculations of ionization energy.,Ionization energy (first),No se espera el uso de la fórmula de Rydberg en cálculos de energía de ionización.
12.1.IM1,12,12.1,International-mindedness,HL,,In 2012 two separate international teams working at the Large Hadron Collider at CERN independently announced that they had discovered a particle with behaviour consistent with the previously predicted “Higgs boson”.,,"En 2012, dos equipos internacionales que trabajaban por separado en el gran colisionador de hadrones del CERN, anunciaron independientemente que habían descubierto una partícula cuyo comportamiento era coherente con la partícula previamente pronosticada como “bosón de Higgs”."
12.1.ToK1,12,12.1,Theory of Knowledge,HL,,"“What we observe is not nature itself, but nature exposed to our method of questioning.”—Werner Heisenberg. An electron can behave as a wave or a particle depending on the experimental conditions. Can sense perception give us objective knowledge about the world?",Heisenberg’s uncertainty principle,"“Lo que observamos no es la naturaleza misma, sino la naturaleza sometida a nuestro método inquisitivo” (Werner Heissenberg). Un electrón puede comportarse como una onda o una partícula dependiendo de las condiciones experimentales. ¿Es posible que la percepción sensorial nos proporcione un conocimiento objetivo del mundo?"
12.1.ToK2,12,12.1,Theory of Knowledge,HL,,The de Broglie equation shows that macroscopic particles have too short a wavelength for their wave properties to be observed. Is it meaningful to talk of properties which can never be observed from sense perception?,Wavelength,La ecuación de de Broglie muestra que las partículas macroscópicas poseen longitud de onda demasiado corta como para que sus propiedades ondulatorias sean observadas. ¿Es significativo hablar de propiedades que nunca se pueden percibir por los sentidos?
12.1.Uz1,12,12.1,Utilization,HL,,"Electron microscopy has led to many advances in biology, such as the ultrastructure of cells and viruses. The scanning tunnelling microscope (STM) uses a stylus of a single atom to scan a surface and provide a 3-D image at the atomic level.",,"El microscopio electrónico condujo a muchos avances en biología, como la ultraestructura de las células y los virus. El microscopio de efecto túnel (STM) usa una aguja de un solo átomo para escanear una superficie y proporciona una imagen tridimensional a nivel atómico."
12.1.Aims1,12,12.1,Aims,HL,,Aim 7: Databases could be used for compiling graphs of trends in ionization energies and simulations are available for the Davisson-Germer electron diffraction experiment.,"Diffraction,Ionization energy (first),Trend",Objetivo 7: Se podrían usar bases de datos para compilar gráficos de tendencias en la energía de ionización y existen simulaciones del experimento de difracción electrónica de Davisson-Germer.
13.1.NoS,13,13.1,Nature of Science,HL,,"Looking for trends and discrepancies—transition elements follow certain patterns of behaviour. The elements Zn, Cr and Cu do not follow these patterns and are therefore considered anomalous in the first-row d-block.(3.1)","Trend,p-block element","Buscar tendencias y discrepancias: los elementos de transición siguen ciertos patrones de comportamiento. Los elementos Zn, Cr y Cu no siguen esos patrones y por ello se los considera como anómalos de la primera fila del bloque d. (3.1)"
13.1.U1,13,13.1,Understandings,HL,,"Transition elements have variable oxidation states, form complex ions with ligands, have coloured compounds, and display catalytic and magnetic properties.","Complex ion,Bidentate ligand,Monodentate ligand,Ligand exchange/substitution,d-d transition,Oxide","Los elementos de transición tienen estados de oxidación variables, forman iones complejos con ligandos, originan compuestos coloreados y presentan propiedades catalíticas y magnéticas."
13.1.U2,13,13.1,Understandings,HL,,Zn is not considered to be a transition element as it does not form ions with incomplete d-orbitals.,Colorimeter,El Zn no se considera un elemento de transición porque no forma iones con orbitales d incompletos.
13.1.U3,13,13.1,Understandings,HL,,Transition elements show an oxidation state of +2 when the s-electrons are removed.,"Electron transition,d-d transition",Los elementos de transición presentan un estado de oxidación +2 cuando pierden los electrones s.
13.1.AS1,13,13.1,Applications and skills,HL,,Explanation of the ability of transition metals to form variable oxidation states from successive ionization energies.,"Oxidation state,Ionization energy (first),Transition element/metal,Ligand exchange/substitution,d-d transition,Oxide",Explicación de la capacidad de los metales de transición de originar estados de oxidación variables a partir de las sucesivas energías de ionización.
13.1.AS2,13,13.1,Applications and skills,HL,,Explanation of the nature of the coordinate bond within a complex ion.,"Coordinate (dative) bond,Bidentate ligand,Ligand exchange/substitution,d-d transition,Dative covalent (Coordinate) bond,Covalent bond",Explicación de la naturaleza del enlace coordinado dentro de un ion complejo.
13.1.AS3,13,13.1,Applications and skills,HL,,Deduction of the total charge given the formula of the ion and ligands present.,"Complex ion,Bidentate ligand,Monodentate ligand",Deducción de la carga total dada la fórmula del ion y los ligandos presentes.
13.1.AS4,13,13.1,Applications and skills,HL,,Explanation of the magnetic properties in transition metals in terms of unpaired electrons.,"Electron transition,Transition element/metal,Paramagnetism,Ferromagnetism,d-d transition,Diamagnetism,Domain,Electron domain",Explicación de las propiedades magnéticas de los metales de transición en función de los electrones no apareados.
13.1.G1,13,13.1,Guidance,HL,,Common oxidation numbers of the transition metal ions are listed in the data booklet in sections 9 and 14.,Oxide,"En la sección 9 del cuadernillo de datos se indican las cargas de los iones de los metales de transición, mientras que en la sección 14 se indican los estados de oxidación comunes."
13.1.IM1,13,13.1,International-mindedness,HL,,The properties and uses of the transition metals make them important international commodities. Mining for precious metals is a major factor in the economies of some countries.,"Transition element/metal,Domain",Las propiedades y usos de los metales de transición los hacen importantes mercancías internacionales. La minería de los metales preciosos constituye un factor importante para la economía de algunos países.
13.1.ToK1,13,13.1,Theory of Knowledge,HL,,The medical symbols for female and male originate from the alchemical symbols for copper and iron. What role has the pseudoscience of alchemy played in the development of modern science?,,Los símbolos médicos de mujer y hombre se originaron en los símbolos alquimistas del cobre y el hierro. ¿Qué papel ha desempeñado la alquimia como pseudociencia en el desarrollo de la ciencia moderna?
13.1.Aims1,13,13.1,Aims,HL,,"Aim 6: The oxidation states of vanadium and manganese, for example, could be investigated experimentally. Transition metals could be analysed using redox titrations.","Redox titration,Transition element/metal,Oxide","Objetivo 6: Por ejemplo, se podría investigar experimentalmente los estados de oxidación del vanadio y el manganeso. Se podrían analizar metales de transición por medio de titulaciones rédox."
13.1.Aims2,13,13.1,Aims,HL,,Aim 8: Economic impact of the corrosion of iron.,,Objetivo 8: Impacto económico de la oxidación del hierro.
13.2.NoS1,13,13.2,Nature of Science,HL,,Models and theories—the colour of transition metal complexes can be explained through the use of models and theories based on how electrons are distributed in d-orbitals. (1.10),"Electron transition,Spectrochemical series,Transition element/metal",Modelos y teorías: el color de los complejos de los metales de transición se puede explicar por medio de modelos y teorías basadas en la distribución electrónica en los orbitales d. (1.10)
13.2.NoS2,13,13.2,Nature of Science,HL,,"Transdisciplinary—colour linked to symmetry can be explored in the sciences, architecture, and the arts. (4.1)",,"Transdisciplinario: la relación color-simetría se puede explorar en las ciencias, la arquitectura y las artes. (4.1)"
13.2.U1,13,13.2,Understandings,HL,,The d sub-level splits into two sets of orbitals of different energy in a complex ion.,"Sub-level,d orbitals,d-d transition,d-orbital splitting","En un ion complejo, el subnivel d se desdobla en dos conjuntos de orbitales de diferente energía."
13.2.U2,13,13.2,Understandings,HL,,"Complexes of d-block elements are coloured, as light is absorbed when an electron is excited between the d-orbitals.","Absorption spectrum (experimental),Electron transition,Spectral series,Spectral line,Excited state,d-block metals","Los complejos de los elementos del bloque d son coloreados, puesto que, cuando un electrón es excitado entre dos orbitales d, absorbe luz."
13.2.U3,13,13.2,Understandings,HL,,The colour absorbed is complementary to the colour observed.,"Colorimeter,Complementary colours",El color absorbido es el complementario del color observado.
13.2.AS1,13,13.2,Applications and skills,HL,,"Explanation of the effect of the identity of the metal ion, the oxidation number of the metal and the identity of the ligand on the colour of transition metal ion complexes.","Monodentate ligand,Ligand exchange/substitution,Ligand,Charge density (of an ion),d-d transition,Oxide","Explicación del efecto de la identidad del ion metálico, el número de oxidación del metal y la identidad del ligando sobre el color de los complejos de los iones de los metales de transición."
13.2.AS2,13,13.2,Applications and skills,HL,,Explanation of the effect of different ligands on the splitting of the d-orbitals in transition metal complexes and colour observed using the spectrochemical series.,"Spectrochemical series,Monodentate ligand,Ligand exchange/substitution,Ligand,d-d transition,d-orbital splitting,Chelate",Explicación del efecto de diferentes ligandos sobre el desdoblamiento de los orbitales d en los complejos de los metales de transición y el color que se observa en las series espectroquímicas.
13.2.G1,13,13.2,Guidance,HL,,The spectrochemical series is given in the data booklet in section 15. A list of polydentate ligands is given in the data booklet in section 16.,"Spectrochemical series,Ligand,Polydentate ligand",En la sección 15 del cuadernillo de datos se da la serie espectroquímica. En la sección 16 del cuadernillo de datos se da una lista de ligandos polidentados.
13.2.G2,13,13.2,Guidance,HL,,Students are not expected to recall the colour of specific complex ions.,d-d transition,No se espera que los alumnos recuerden el color de iones complejos específicos.
13.2.G3,13,13.2,Guidance,HL,,The relation between the colour observed and absorbed is illustrated by the colour wheel in the data booklet in section 17.,,La relación entre el color observado y el absorbido se ilustra por medio del círculo cromático de la sección 17 del cuadernillo de datos.
13.2.G4,13,13.2,Guidance,HL,,Students are not expected to know the different splitting patterns and their relation to the coordination number. Only the splitting of the 3-d orbitals in an octahedral crystal field is required.,"Coordinate (dative) bond,d-orbital splitting,Coordination number",No se espera que los alumnos sepan los diferentes patrones de desdoblamiento y su relación con el número de coordinación. Se requiere solamente el desdoblamiento de los orbitales 3d en un campo cristalino octaédrico.
13.2.Aims1,13,13.2,Aims,HL,,"Aim 6: The colours of a range of complex ions, of elements such as Cr, Fe, Co, Ni, and Cu could be investigated",Colorimeter,"Objetivo 6: Se podrían investigar los colores de varios iones complejos de elementos como Cr, Fe, Co, Ni y Cu."
